time,open,high,low,close
2026-03-04 20:09:10+00:00,9.62353,9.62549,9.62337,9.62419
2026-03-04 20:15:00+00:00,9.62428,9.62536,9.62351,9.62376
2026-03-04 20:30:00+00:00,9.62371,9.62462,9.62236,9.6226
2026-03-04 20:45:00+00:00,9.62264,9.62583,9.62111,9.6212
2026-03-04 21:00:00+00:00,9.62132,9.62587,9.62132,9.62358
2026-03-04 21:15:00+00:00,9.62347,9.62473,9.61909,9.6233
2026-03-04 21:30:00+00:00,9.6233,9.62806,9.62315,9.62775
2026-03-04 21:45:00+00:00,9.62779,9.63,9.62657,9.62917
2026-03-04 22:00:00+00:00,9.63127,9.66119,9.63127,9.65097
2026-03-04 22:15:00+00:00,9.65095,9.65879,9.64624,9.65669
2026-03-04 22:30:00+00:00,9.65669,9.65669,9.63858,9.64047
2026-03-04 22:45:00+00:00,9.64114,9.64151,9.63269,9.63498
2026-03-04 23:00:00+00:00,9.63503,9.63766,9.62724,9.62983
2026-03-04 23:15:00+00:00,9.6291,9.63111,9.62896,9.62954
2026-03-04 23:30:00+00:00,9.62971,9.63211,9.6289,9.62903
2026-03-04 23:45:00+00:00,9.62931,9.63197,9.62851,9.63057
2026-03-05 00:00:00+00:00,9.63066,9.63331,9.62963,9.63038
2026-03-05 00:15:00+00:00,9.63032,9.63101,9.62408,9.62504
2026-03-05 00:30:00+00:00,9.62508,9.6277,9.6219,9.62299
2026-03-05 00:45:00+00:00,9.62299,9.62358,9.6159,9.61628
2026-03-05 01:00:00+00:00,9.61624,9.62047,9.61215,9.6137
2026-03-05 01:15:00+00:00,9.61383,9.61583,9.61038,9.61171
2026-03-05 01:30:00+00:00,9.61175,9.632,9.61124,9.63108
2026-03-05 01:45:00+00:00,9.63105,9.63271,9.62901,9.63093
2026-03-05 02:00:00+00:00,9.6309,9.63161,9.62721,9.62748
2026-03-05 02:15:00+00:00,9.62744,9.63246,9.62563,9.6292
2026-03-05 02:30:00+00:00,9.62911,9.63372,9.62911,9.63029
2026-03-05 02:45:00+00:00,9.63019,9.63036,9.62671,9.62923
2026-03-05 03:00:00+00:00,9.62907,9.63577,9.62755,9.63539
2026-03-05 03:15:00+00:00,9.63539,9.64208,9.63441,9.64115
2026-03-05 03:30:00+00:00,9.64098,9.64506,9.6395,9.64129
2026-03-05 03:45:00+00:00,9.64128,9.64235,9.63996,9.64031
