trade_id,open_time,close_time,direction,entry_price,exit_price,stake,sl_price,atr,risk_amount,risk_pct,pnl_usd,result,reason,r_multiple,peak_r,balance_before,balance_after
276,2025-10-25 03:55:00,2025-10-25 04:35:00,BUY,5370.101,5371.484571,2.995,5350.839286,6.420571,0.64,5.0,0.24,WIN,CHANDELIER,0.37,2.72,12.89,13.13
277,2025-10-25 13:50:00,2025-10-25 14:00:00,BUY,5341.316,5336.625929,15.73,5329.431929,3.961357,1.05,8.0,-0.41,LOSS,CHANDELIER,-0.39,1.82,13.13,12.71
278,2025-10-26 01:00:00,2025-10-26 01:10:00,BUY,5344.474,5345.007107,3.46,5328.098929,5.458357,0.64,5.0,0.22,WIN,CHANDELIER,0.35,2.6,12.71,12.94
279,2025-10-26 01:15:00,2025-10-26 01:30:00,BUY,5355.347,5356.215357,3.49,5338.805429,5.513857,0.65,5.0,0.23,WIN,CHANDELIER,0.36,2.66,12.94,13.17
280,2025-10-26 01:40:00,2025-10-26 05:10:00,BUY,5363.025,5361.755,5.175,5344.833,6.064,1.05,8.0,0.31,WIN,CHANDELIER,0.3,2.29,13.17,13.48
281,2025-10-26 06:20:00,2025-10-26 07:40:00,BUY,5369.422,5370.370107,5.57,5352.086929,5.778357,1.08,8.0,0.39,WIN,CHANDELIER,0.36,2.66,13.48,13.87
282,2025-10-26 07:45:00,2025-10-26 08:05:00,BUY,5374.668,5384.080286,7.27,5360.989929,4.559357,1.11,8.0,0.75,WIN,CHANDELIER,0.68,4.06,13.87,14.62
283,2025-10-26 08:10:00,2025-10-26 09:00:00,BUY,5389.168,5371.928286,12.19,5371.928286,5.746571,1.17,8.0,-1.17,LOSS,SL,-1.0,0.0,14.62,13.45
284,2025-10-27 00:20:00,2025-10-27 00:50:00,BUY,5461.871,5443.6115,6.71,5443.6115,6.0865,0.67,5.0,-0.67,LOSS,SL,-1.0,0.0,13.45,12.78
285,2025-10-27 00:55:00,2025-10-27 02:00:00,BUY,5449.787,5440.924,4.95,5435.708,4.693,0.38,3.0,-0.24,LOSS,CHANDELIER,-0.63,1.11,12.78,12.54
286,2025-10-27 02:05:00,2025-10-27 02:20:00,BUY,5448.431,5451.407357,2.45,5434.487429,4.647857,0.38,3.0,0.17,WIN,CHANDELIER,0.44,3.14,12.54,12.71
287,2025-10-27 06:15:00,2025-10-27 06:40:00,BUY,5482.905,5469.441,8.62,5469.441,4.488,0.64,5.0,-0.64,LOSS,SL,-1.0,0.0,12.71,12.07
288,2025-10-27 06:45:00,2025-10-27 07:10:00,BUY,5471.505,5471.29475,3.765,5456.8935,4.8705,0.6,5.0,0.2,WIN,CHANDELIER,0.33,2.46,12.07,12.27
289,2025-10-27 07:15:00,2025-10-27 08:00:00,BUY,5478.922,5465.547286,6.66,5462.102286,5.606571,0.61,5.0,-0.49,LOSS,CHANDELIER,-0.8,0.61,12.27,11.78
290,2025-10-28 00:00:00,2025-10-28 00:15:00,BUY,5521.156,5533.361286,3.355,5505.010429,5.381857,0.59,5.0,0.42,WIN,CHANDELIER,0.71,4.27,11.78,12.2
291,2025-10-28 05:15:00,2025-10-28 06:00:00,BUY,5559.107,5540.515143,6.08,5540.515143,6.197286,0.61,5.0,-0.61,LOSS,SL,-1.0,0.24,12.2,11.59
292,2025-10-28 06:05:00,2025-10-28 07:05:00,BUY,5536.814,5536.614964,3.74,5522.524357,4.763214,0.58,5.0,0.19,WIN,CHANDELIER,0.33,2.46,11.59,11.78
293,2025-10-28 07:20:00,2025-10-28 08:05:00,BUY,5537.111,5537.003929,3.555,5521.827714,5.094429,0.59,5.0,0.19,WIN,CHANDELIER,0.33,2.48,11.78,11.97
294,2025-10-28 08:10:00,2025-10-28 08:40:00,BUY,5543.547,5528.13,11.48,5528.13,5.139,0.96,8.0,-0.96,LOSS,SL,-1.0,0.0,11.97,11.01
295,2025-10-28 08:45:00,2025-10-28 09:20:00,BUY,5540.272,5526.882357,7.59,5526.882357,4.463214,0.55,5.0,-0.55,LOSS,SL,-1.0,0.0,11.01,10.46
296,2025-10-29 06:15:00,2025-10-29 07:15:00,BUY,5480.506,5466.471714,3.18,5462.450714,6.018429,0.31,3.0,-0.24,LOSS,CHANDELIER,-0.78,0.67,10.46,10.22
297,2025-10-29 07:20:00,2025-10-29 07:40:00,BUY,5469.057,5468.88775,2.065,5455.5195,4.5125,0.31,3.0,0.1,WIN,CHANDELIER,0.33,2.46,10.22,10.32
298,2025-10-29 07:45:00,2025-10-29 08:15:00,BUY,5475.196,5459.254643,5.91,5459.254643,5.313786,0.52,5.0,-0.52,LOSS,SL,-1.0,0.07,10.32,9.8
299,2025-10-29 10:55:00,2025-10-29 12:25:00,BUY,5480.728,5485.027357,2.305,5461.324429,6.467857,0.49,5.0,0.22,WIN,CHANDELIER,0.44,3.16,9.8,10.02
300,2025-10-29 12:30:00,2025-10-29 12:35:00,BUY,5501.209,5499.757286,2.965,5485.710143,5.166286,0.5,5.0,0.14,WIN,CHANDELIER,0.29,2.22,10.02,10.16
