time,open,high,low,close
2025-09-29 11:15:00+00:00,19828.242,19849.043,19828.242,19849.043
2025-09-29 11:30:00+00:00,19849.051,19867.649,19836.545,19837.928
2025-09-29 11:45:00+00:00,19837.934,19844.143,19830.821,19844.143
2025-09-29 12:00:00+00:00,19844.16,19863.835,19844.16,19861.225
2025-09-29 12:15:00+00:00,19861.264,19880.915,19861.264,19880.915
2025-09-29 12:30:00+00:00,19880.95,19888.218,19864.477,19872.181
2025-09-29 12:45:00+00:00,19872.204,19876.339,19836.71,19851.852
2025-09-29 13:00:00+00:00,19851.862,19872.335,19851.862,19872.335
2025-09-29 13:15:00+00:00,19872.349,19888.283,19851.863,19856.048
2025-09-29 13:30:00+00:00,19856.084,19867.519,19848.951,19857.297
2025-09-29 13:45:00+00:00,19857.309,19870.321,19856.209,19870.321
2025-09-29 14:00:00+00:00,19870.35,19884.547,19869.923,19875.623
2025-09-29 14:15:00+00:00,19875.653,19879.47,19828.809,19830.474
2025-09-29 14:30:00+00:00,19830.496,19849.849,19830.496,19849.849
2025-09-29 14:45:00+00:00,19849.859,19856.039,19825.058,19838.746
2025-09-29 15:00:00+00:00,19838.753,19851.697,19837.035,19843.8
2025-09-29 15:15:00+00:00,19843.834,19863.854,19843.834,19863.854
2025-09-29 15:30:00+00:00,19863.869,19883.336,19863.869,19883.336
2025-09-29 15:45:00+00:00,19883.345,19903.932,19883.345,19903.932
2025-09-29 16:00:00+00:00,19903.934,19905.692,19865.186,19881.606
2025-09-29 16:15:00+00:00,19881.631,19901.711,19881.631,19901.711
2025-09-29 16:30:00+00:00,19901.735,19917.773,19863.538,19866.375
2025-09-29 16:45:00+00:00,19866.379,19880.194,19866.379,19877.772
2025-09-29 17:00:00+00:00,19877.776,19898.616,19877.776,19898.616
2025-09-29 17:15:00+00:00,19898.654,19914.641,19887.253,19890.769
2025-09-29 17:30:00+00:00,19890.789,19904.603,19871.833,19878.142
2025-09-29 17:45:00+00:00,19878.185,19896.688,19877.061,19878.233
2025-09-29 18:00:00+00:00,19878.244,19885.469,19866.467,19885.469
2025-09-29 18:15:00+00:00,19885.474,19905.462,19885.474,19905.462
2025-09-29 18:30:00+00:00,19905.463,19924.637,19905.463,19924.637
2025-09-29 18:45:00+00:00,19924.671,19928.102,19865.895,19881.925
2025-09-29 19:00:00+00:00,19881.937,19902.61,19881.937,19902.61
2025-09-29 19:15:00+00:00,19902.659,19920.328,19896.164,19897.88
2025-09-29 19:30:00+00:00,19897.909,19918.087,19897.909,19918.087
