trade_id,open_time,close_time,direction,entry_price,exit_price,stake,sl_price,atr,risk_amount,risk_pct,pnl_usd,result,reason,r_multiple,peak_r,balance_before,balance_after
1,2025-10-15 20:35:00,2025-10-15 20:55:00,SELL,1008.97,1013.4586,11.24,1013.4586,4.4886,5.0,5.0,-5.0,LOSS,SL,-1.0,0.52,100.0,95.0
2,2025-10-22 08:45:00,2025-10-22 08:55:00,SELL,900.04,904.2007,10.28,904.2007,4.1607,4.75,5.0,-4.75,LOSS,SL,-1.0,0.01,95.0,90.25
3,2025-10-27 09:50:00,2025-10-27 09:55:00,SELL,826.38,830.5843,5.32,830.5843,4.2043,2.71,3.0,-2.71,LOSS,SL,-1.0,0.0,90.25,87.54
4,2025-10-28 10:50:00,2025-10-28 10:55:00,SELL,819.38,823.1207,5.75,823.1207,3.7407,2.63,3.0,-2.63,LOSS,SL,-1.0,0.0,87.54,84.92
5,2025-11-07 17:45:00,2025-11-07 19:25:00,BUY,875.11,878.2618,2.37,870.4107,4.6993,2.55,3.0,3.4,WIN,CHANDELIER,1.33,3.17,84.92,88.31
6,2025-11-08 02:30:00,2025-11-08 02:40:00,BUY,873.96,869.3821,8.43,869.3821,4.5779,4.42,5.0,-4.42,LOSS,SL,-1.0,0.1,88.31,83.9
7,2025-11-09 08:25:00,2025-11-09 08:30:00,BUY,883.39,880.0579,11.12,880.0579,3.3321,4.19,5.0,-4.19,LOSS,SL,-1.0,0.0,83.9,79.7
8,2025-11-10 08:10:00,2025-11-10 08:55:00,SELL,847.84,846.1236,2.485,851.9214,4.0814,2.39,3.0,2.9,WIN,CHANDELIER,1.21,2.92,79.7,82.6
9,2025-11-13 10:25:00,2025-11-13 10:40:00,BUY,845.99,842.2357,9.31,842.2357,3.7543,4.13,5.0,-4.13,LOSS,SL,-1.0,0.67,82.6,78.47
10,2025-11-15 23:50:00,2025-11-16 00:05:00,SELL,839.65,843.7407,8.05,843.7407,4.0907,3.92,5.0,-3.92,LOSS,SL,-1.0,0.36,78.47,74.55
11,2025-11-16 04:45:00,2025-11-16 07:20:00,SELL,809.71,794.6057,2.35,813.5629,3.8529,2.24,3.0,6.62,WIN,CHANDELIER,2.96,5.92,74.55,81.17
12,2025-11-16 09:00:00,2025-11-16 09:30:00,SELL,797.1,800.815,8.71,800.815,3.715,4.06,5.0,-4.06,LOSS,SL,-1.0,1.34,81.17,77.11
13,2025-11-17 21:10:00,2025-11-17 22:05:00,BUY,895.38,890.9179,7.74,890.9179,4.4621,3.86,5.0,-3.86,LOSS,SL,-1.0,1.4,77.11,73.25
14,2025-11-18 17:10:00,2025-11-18 18:20:00,BUY,907.43,902.9,4.4,902.9,4.53,2.2,3.0,-2.2,LOSS,SL,-1.0,0.91,73.25,71.05
15,2025-11-18 19:25:00,2025-11-18 21:25:00,BUY,909.14,909.3857,2.19,904.7143,4.4257,2.13,3.0,2.19,WIN,CHANDELIER,1.03,2.56,71.05,73.25
16,2025-11-19 04:30:00,2025-11-19 04:40:00,BUY,933.43,929.2379,8.15,929.2379,4.1921,3.66,5.0,-3.66,LOSS,SL,-1.0,0.24,73.25,69.58
17,2025-11-19 07:00:00,2025-11-19 08:30:00,BUY,935.67,931.3421,7.52,931.3421,4.3279,3.48,5.0,-3.48,LOSS,SL,-1.0,1.62,69.58,66.11
18,2025-11-20 11:30:00,2025-11-20 12:40:00,SELL,886.33,890.8743,3.87,890.8743,4.5443,1.98,3.0,-1.98,LOSS,SL,-1.0,1.14,66.11,64.12
19,2025-11-23 19:50:00,2025-11-23 21:30:00,BUY,874.76,871.0479,4.53,871.0479,3.7121,1.92,3.0,-1.92,LOSS,SL,-1.0,1.45,64.12,62.2
20,2025-11-24 18:40:00,2025-11-24 19:40:00,SELL,791.37,788.6307,1.995,795.0743,3.7043,1.87,3.0,2.56,WIN,CHANDELIER,1.37,3.24,62.2,64.76
21,2025-11-27 12:30:00,2025-11-27 12:45:00,SELL,749.72,752.7736,7.95,752.7736,3.0536,3.24,5.0,-3.24,LOSS,SL,-1.0,0.43,64.76,61.52
22,2025-11-29 17:00:00,2025-11-29 21:45:00,SELL,682.34,667.68,3.22,685.6,3.26,3.08,5.0,9.99,WIN,CHANDELIER,3.25,6.5,61.52,71.52
23,2025-11-30 09:30:00,2025-11-30 09:40:00,SELL,662.46,665.4621,7.89,665.4621,3.0021,3.58,5.0,-3.58,LOSS,SL,-1.0,0.16,71.52,67.94
24,2025-12-04 16:25:00,2025-12-04 17:40:00,BUY,678.79,686.9514,3.55,675.5407,3.2493,3.4,5.0,7.67,WIN,CHANDELIER,2.26,4.51,67.94,75.61
25,2025-12-05 00:35:00,2025-12-05 01:25:00,BUY,712.01,708.635,7.98,708.635,3.375,3.78,5.0,-3.78,LOSS,SL,-1.0,1.27,75.61,71.82
26,2025-12-09 12:50:00,2025-12-09 12:55:00,SELL,625.67,628.7043,7.41,628.7043,3.0343,3.59,5.0,-3.59,LOSS,SL,-1.0,0.0,71.82,68.23
27,2025-12-13 21:30:00,2025-12-13 21:40:00,SELL,512.07,514.5893,4.16,514.5893,2.5193,2.05,3.0,-2.05,LOSS,SL,-1.0,0.34,68.23,66.18
28,2025-12-16 02:25:00,2025-12-16 03:20:00,BUY,580.31,588.0971,2.175,577.6586,2.6514,1.99,3.0,4.91,WIN,CHANDELIER,2.47,4.94,66.18,71.09
29,2025-12-16 12:05:00,2025-12-16 12:20:00,BUY,624.16,621.2429,7.61,621.2429,2.9171,3.55,5.0,-3.56,LOSS,SL,-1.0,0.81,71.09,67.53
30,2025-12-17 22:55:00,2025-12-17 23:05:00,BUY,642.44,639.3443,7.01,639.3443,3.0957,3.38,5.0,-3.38,LOSS,SL,-1.0,0.16,67.53,64.16
31,2025-12-23 15:25:00,2025-12-23 17:10:00,BUY,715.44,722.0671,2.125,712.1986,3.2414,1.92,3.0,3.89,WIN,CHANDELIER,2.02,4.04,64.16,68.05
32,2025-12-24 15:35:00,2025-12-24 16:45:00,BUY,737.44,745.2386,4.06,734.3493,3.0907,3.4,5.0,7.7,WIN,CHANDELIER,2.26,4.52,68.05,75.75
33,2025-12-24 20:30:00,2025-12-24 20:35:00,BUY,779.13,776.2657,16.48,776.2657,2.8643,6.06,8.0,-6.06,LOSS,SL,-1.0,0.0,75.75,69.69
34,2025-12-25 04:10:00,2025-12-25 04:55:00,BUY,805.37,812.9671,4.105,801.9536,3.4164,3.48,5.0,7.36,WIN,CHANDELIER,2.11,4.22,69.69,77.04
35,2025-12-25 18:55:00,2025-12-25 19:10:00,BUY,830.79,826.4714,7.41,826.4714,4.3186,3.85,5.0,-3.85,LOSS,SL,-1.0,0.68,77.04,73.19
36,2025-12-28 00:30:00,2025-12-28 00:40:00,SELL,719.1,722.2457,8.37,722.2457,3.1457,3.66,5.0,-3.66,LOSS,SL,-1.0,0.19,73.19,69.53
37,2025-12-28 15:20:00,2025-12-28 15:45:00,SELL,693.94,697.1721,4.48,697.1721,3.2321,2.09,3.0,-2.09,LOSS,SL,-1.0,0.7,69.53,67.44
38,2025-12-29 01:35:00,2025-12-29 01:50:00,SELL,670.55,674.0879,3.83,674.0879,3.5379,2.02,3.0,-2.02,LOSS,SL,-1.0,0.19,67.44,65.42
39,2025-12-31 00:00:00,2025-12-31 01:50:00,BUY,697.55,705.9757,2.14,694.3529,3.1971,1.96,3.0,4.55,WIN,CHANDELIER,2.32,4.64,65.42,69.97
40,2026-01-01 09:35:00,2026-01-01 12:20:00,BUY,729.77,735.0511,3.27,725.8664,3.9036,3.5,5.0,5.86,WIN,CHANDELIER,1.68,3.85,69.97,75.83
41,2026-01-02 21:05:00,2026-01-02 21:40:00,BUY,734.36,731.4436,15.28,731.4436,2.9164,6.07,8.0,-6.07,LOSS,SL,-1.0,0.61,75.83,69.76
42,2026-01-03 02:05:00,2026-01-03 02:10:00,BUY,748.07,744.7471,7.85,744.7471,3.3229,3.49,5.0,-3.49,LOSS,SL,-1.0,0.0,69.76,66.28
43,2026-01-03 04:40:00,2026-01-03 05:10:00,BUY,746.27,742.1593,3.61,742.1593,4.1107,1.99,3.0,-1.99,LOSS,SL,-1.0,0.97,66.28,64.29
44,2026-01-03 09:50:00,2026-01-03 10:55:00,BUY,752.23,753.9389,2.03,748.6536,3.5764,1.93,3.0,2.39,WIN,CHANDELIER,1.24,2.98,64.29,66.68
45,2026-01-05 01:25:00,2026-01-05 02:35:00,BUY,799.55,799.38,3.015,795.13,4.42,3.33,5.0,3.27,WIN,CHANDELIER,0.98,2.46,66.68,69.95
46,2026-01-08 06:15:00,2026-01-08 06:30:00,SELL,753.45,757.3143,10.91,757.3143,3.8643,5.6,8.0,-5.6,LOSS,SL,-1.0,0.26,69.95,64.35
