time,epoch,open,high,low,close
2026-04-30 06:01:56+00:00,1777528916,0.71126,0.71126,0.71126,0.71126
2026-04-30 06:02:00+00:00,1777528920,0.71126,0.71145,0.71126,0.71132
2026-04-30 06:03:00+00:00,1777528980,0.71132,0.71132,0.71127,0.71129
2026-04-30 06:04:00+00:00,1777529040,0.7113,0.71132,0.71123,0.71131
2026-04-30 06:05:00+00:00,1777529100,0.71131,0.71147,0.71131,0.71146
2026-04-30 06:06:00+00:00,1777529160,0.71145,0.7116,0.71144,0.71158
2026-04-30 06:07:00+00:00,1777529220,0.71157,0.71159,0.71155,0.71156
2026-04-30 06:08:00+00:00,1777529280,0.71157,0.71159,0.71153,0.71154
2026-04-30 06:09:00+00:00,1777529340,0.71153,0.71154,0.71141,0.71141
2026-04-30 06:10:00+00:00,1777529400,0.71141,0.71141,0.71123,0.71124
2026-04-30 06:11:00+00:00,1777529460,0.71125,0.71128,0.71103,0.71104
2026-04-30 06:12:00+00:00,1777529520,0.71104,0.71115,0.71102,0.71111
2026-04-30 06:13:00+00:00,1777529580,0.71112,0.71119,0.7111,0.71118
2026-04-30 06:14:00+00:00,1777529640,0.71118,0.71127,0.71114,0.71127
2026-04-30 06:15:00+00:00,1777529700,0.71126,0.71137,0.71126,0.71129
2026-04-30 06:16:00+00:00,1777529760,0.71128,0.7114,0.71128,0.71138
2026-04-30 06:17:00+00:00,1777529820,0.71134,0.71134,0.71126,0.71131
2026-04-30 06:18:00+00:00,1777529880,0.71131,0.71142,0.71124,0.71139
2026-04-30 06:19:00+00:00,1777529940,0.71139,0.71152,0.71134,0.7115
2026-04-30 06:20:00+00:00,1777530000,0.7115,0.71155,0.71146,0.71155
2026-04-30 06:21:00+00:00,1777530060,0.71155,0.71169,0.71155,0.71158
2026-04-30 06:22:00+00:00,1777530120,0.71158,0.71163,0.71154,0.71162
2026-04-30 06:23:00+00:00,1777530180,0.71162,0.71169,0.7116,0.71169
2026-04-30 06:24:00+00:00,1777530240,0.71169,0.71169,0.7116,0.71167
2026-04-30 06:25:00+00:00,1777530300,0.71168,0.71168,0.71158,0.71164
2026-04-30 06:26:00+00:00,1777530360,0.71165,0.71169,0.71155,0.71155
2026-04-30 06:27:00+00:00,1777530420,0.71154,0.7117,0.71152,0.71169
2026-04-30 06:28:00+00:00,1777530480,0.71169,0.71169,0.71161,0.71167
2026-04-30 06:29:00+00:00,1777530540,0.71167,0.71167,0.71158,0.71159
2026-04-30 06:30:00+00:00,1777530600,0.71159,0.71168,0.71157,0.71165
2026-04-30 06:31:00+00:00,1777530660,0.71165,0.71183,0.71165,0.71182
2026-04-30 06:32:00+00:00,1777530720,0.71185,0.71208,0.71184,0.71208
2026-04-30 06:33:00+00:00,1777530780,0.71209,0.71219,0.71204,0.71215
2026-04-30 06:34:00+00:00,1777530840,0.71212,0.71223,0.71209,0.71214
2026-04-30 06:35:00+00:00,1777530900,0.71212,0.71222,0.71209,0.71209
2026-04-30 06:36:00+00:00,1777530960,0.71209,0.71214,0.71204,0.71212
2026-04-30 06:37:00+00:00,1777531020,0.71208,0.71211,0.71183,0.71186
2026-04-30 06:38:00+00:00,1777531080,0.71189,0.71193,0.71179,0.71183
2026-04-30 06:39:00+00:00,1777531140,0.71184,0.71184,0.71169,0.71169
2026-04-30 06:40:00+00:00,1777531200,0.71169,0.71169,0.71158,0.71164
2026-04-30 06:41:00+00:00,1777531260,0.71164,0.71173,0.71151,0.71156
2026-04-30 06:42:00+00:00,1777531320,0.71155,0.71155,0.71148,0.71152
2026-04-30 06:43:00+00:00,1777531380,0.71151,0.71152,0.71147,0.7115
2026-04-30 06:44:00+00:00,1777531440,0.7115,0.71158,0.71148,0.71157
2026-04-30 06:45:00+00:00,1777531500,0.71157,0.71157,0.71137,0.71153
2026-04-30 06:46:00+00:00,1777531560,0.71156,0.71159,0.71146,0.71159
2026-04-30 06:47:00+00:00,1777531620,0.71158,0.71158,0.71149,0.7115
2026-04-30 06:48:00+00:00,1777531680,0.71148,0.71148,0.71139,0.71148
2026-04-30 06:49:00+00:00,1777531740,0.71148,0.71152,0.71142,0.71143
2026-04-30 06:50:00+00:00,1777531800,0.71142,0.71167,0.71134,0.71167
2026-04-30 06:51:00+00:00,1777531860,0.71167,0.71169,0.71153,0.71155
2026-04-30 06:52:00+00:00,1777531920,0.71155,0.71164,0.71153,0.71164
2026-04-30 06:53:00+00:00,1777531980,0.71164,0.71164,0.7115,0.71152
2026-04-30 06:54:00+00:00,1777532040,0.71152,0.71158,0.71148,0.71156
2026-04-30 06:55:00+00:00,1777532100,0.71157,0.71173,0.71153,0.71162
2026-04-30 06:56:00+00:00,1777532160,0.71161,0.71161,0.71151,0.71151
2026-04-30 06:57:00+00:00,1777532220,0.71151,0.71159,0.71151,0.71155
2026-04-30 06:58:00+00:00,1777532280,0.71155,0.7118,0.71155,0.71168
2026-04-30 06:59:00+00:00,1777532340,0.71166,0.71194,0.71164,0.71183
2026-04-30 07:00:00+00:00,1777532400,0.71187,0.71209,0.71183,0.71205
2026-04-30 07:01:00+00:00,1777532460,0.71205,0.71228,0.71198,0.71228
2026-04-30 07:02:00+00:00,1777532520,0.71223,0.7123,0.71205,0.71228
2026-04-30 07:03:00+00:00,1777532580,0.71231,0.71235,0.7122,0.71224
2026-04-30 07:04:00+00:00,1777532640,0.71224,0.71233,0.71218,0.71226
2026-04-30 07:05:00+00:00,1777532700,0.71226,0.71241,0.71221,0.71221
2026-04-30 07:06:00+00:00,1777532760,0.71215,0.71224,0.71207,0.71221
2026-04-30 07:07:00+00:00,1777532820,0.71221,0.71235,0.7122,0.71234
2026-04-30 07:08:00+00:00,1777532880,0.71235,0.71241,0.7123,0.71239
2026-04-30 07:09:00+00:00,1777532940,0.7124,0.71258,0.71239,0.71257
2026-04-30 07:10:00+00:00,1777533000,0.71257,0.71272,0.7125,0.7127
2026-04-30 07:11:00+00:00,1777533060,0.7127,0.71285,0.71268,0.71275
2026-04-30 07:12:00+00:00,1777533120,0.71275,0.7128,0.7127,0.71274
2026-04-30 07:13:00+00:00,1777533180,0.71273,0.7128,0.71269,0.71272
2026-04-30 07:14:00+00:00,1777533240,0.7127,0.71294,0.71264,0.71292
2026-04-30 07:15:00+00:00,1777533300,0.71292,0.71292,0.71268,0.71274
2026-04-30 07:16:00+00:00,1777533360,0.71276,0.71283,0.71268,0.71277
2026-04-30 07:17:00+00:00,1777533420,0.71275,0.71275,0.7125,0.71264
2026-04-30 07:18:00+00:00,1777533480,0.71264,0.71278,0.71262,0.71272
2026-04-30 07:19:00+00:00,1777533540,0.71272,0.71275,0.71262,0.71262
2026-04-30 07:20:00+00:00,1777533600,0.71262,0.71263,0.71254,0.71259
2026-04-30 07:21:00+00:00,1777533660,0.71259,0.71259,0.7125,0.71254
2026-04-30 07:22:00+00:00,1777533720,0.71253,0.71259,0.7125,0.7125
2026-04-30 07:23:00+00:00,1777533780,0.7125,0.71274,0.7125,0.71274
2026-04-30 07:24:00+00:00,1777533840,0.71274,0.71277,0.7127,0.71277
2026-04-30 07:25:00+00:00,1777533900,0.71277,0.71278,0.71269,0.71274
2026-04-30 07:26:00+00:00,1777533960,0.71274,0.7128,0.71266,0.71268
2026-04-30 07:27:00+00:00,1777534020,0.71268,0.71285,0.71267,0.71281
2026-04-30 07:28:00+00:00,1777534080,0.71281,0.71283,0.71272,0.7128
2026-04-30 07:29:00+00:00,1777534140,0.7128,0.71287,0.71278,0.71285
2026-04-30 07:30:00+00:00,1777534200,0.71285,0.71285,0.71265,0.71271
2026-04-30 07:31:00+00:00,1777534260,0.7127,0.71276,0.71264,0.71265
2026-04-30 07:32:00+00:00,1777534320,0.71265,0.71265,0.71254,0.71254
2026-04-30 07:33:00+00:00,1777534380,0.71255,0.71268,0.71249,0.71264
2026-04-30 07:34:00+00:00,1777534440,0.71263,0.71264,0.71239,0.71246
2026-04-30 07:35:00+00:00,1777534500,0.71246,0.71248,0.71239,0.71241
2026-04-30 07:36:00+00:00,1777534560,0.71244,0.71244,0.71231,0.71231
2026-04-30 07:37:00+00:00,1777534620,0.71231,0.71255,0.71229,0.71255
2026-04-30 07:38:00+00:00,1777534680,0.71254,0.71255,0.71246,0.71252
2026-04-30 07:39:00+00:00,1777534740,0.71258,0.71266,0.71257,0.7126
2026-04-30 07:40:00+00:00,1777534800,0.7126,0.71269,0.71259,0.71263
2026-04-30 07:41:00+00:00,1777534860,0.71263,0.71264,0.71254,0.71262
2026-04-30 07:42:00+00:00,1777534920,0.71261,0.71269,0.71249,0.71265
2026-04-30 07:43:00+00:00,1777534980,0.71264,0.71272,0.71258,0.71272
2026-04-30 07:44:00+00:00,1777535040,0.71272,0.71279,0.71263,0.71263
2026-04-30 07:45:00+00:00,1777535100,0.71261,0.71267,0.7125,0.71254
2026-04-30 07:46:00+00:00,1777535160,0.71254,0.7126,0.71248,0.7125
2026-04-30 07:47:00+00:00,1777535220,0.7125,0.71257,0.7125,0.71254
2026-04-30 07:48:00+00:00,1777535280,0.71253,0.7126,0.71253,0.71255
2026-04-30 07:49:00+00:00,1777535340,0.71255,0.71257,0.71245,0.71255
2026-04-30 07:50:00+00:00,1777535400,0.71256,0.71256,0.71249,0.71249
2026-04-30 07:51:00+00:00,1777535460,0.71249,0.7125,0.71245,0.71249
2026-04-30 07:52:00+00:00,1777535520,0.71249,0.71249,0.71244,0.71246
2026-04-30 07:53:00+00:00,1777535580,0.71246,0.71254,0.71246,0.71252
2026-04-30 07:54:00+00:00,1777535640,0.71251,0.71252,0.71243,0.71244
2026-04-30 07:55:00+00:00,1777535700,0.71244,0.71256,0.71242,0.7125
2026-04-30 07:56:00+00:00,1777535760,0.71253,0.71286,0.71252,0.71286
2026-04-30 07:57:00+00:00,1777535820,0.71285,0.71308,0.71271,0.71282
