strategy,h1_ema,spike_mult,hold,dir,session,regime,n,wr,pf,avg_r,oos_pf,months,tpm,m5_ema,zone_atr
SPIKE,14,2.5,12,BUY,True,counter,23,0.7391304347826086,5.913666666666667,1.2818260869565217,3.0135,9,2.5555555555555554,,
SPIKE,21,2.5,18,BUY,True,counter,22,0.7272727272727273,5.682333333333332,1.2770000000000001,2.7605,9,2.4444444444444446,,
SPIKE,14,2.5,18,BUY,True,counter,22,0.7272727272727273,5.682333333333332,1.2770000000000001,2.7605,9,2.4444444444444446,,
SPIKE,14,2.5,24,BUY,True,counter,22,0.7272727272727273,5.6498333333333335,1.2681363636363636,2.5075000000000003,9,2.4444444444444446,,
SPIKE,21,2.5,48,BUY,True,counter,22,0.7272727272727273,5.6498333333333335,1.2681363636363636,2.5075000000000003,9,2.4444444444444446,,
SPIKE,21,2.5,24,BUY,True,counter,22,0.7272727272727273,5.6498333333333335,1.2681363636363636,2.5075000000000003,9,2.4444444444444446,,
SPIKE,14,2.5,36,BUY,True,counter,22,0.7272727272727273,5.6498333333333335,1.2681363636363636,2.5075000000000003,9,2.4444444444444446,,
SPIKE,21,2.5,36,BUY,True,counter,22,0.7272727272727273,5.6498333333333335,1.2681363636363636,2.5075000000000003,9,2.4444444444444446,,
SPIKE,14,2.5,48,BUY,True,counter,22,0.7272727272727273,5.6498333333333335,1.2681363636363636,2.5075000000000003,9,2.4444444444444446,,
SPIKE,21,2.5,12,BUY,True,counter,24,0.7083333333333334,5.0688571428571425,1.18675,1.6673333333333336,10,2.4,,
SPIKE,21,3.0,18,SELL,False,counter,15,0.6666666666666666,3.8494,0.9498000000000001,0.0,8,1.875,,
SPIKE,14,3.0,24,BOTH,False,counter,33,0.6666666666666666,3.807909090909092,0.9359696969696971,2.92475,9,3.6666666666666665,,
SPIKE,14,3.0,18,BOTH,False,counter,33,0.6666666666666666,3.755545454545455,0.9185151515151516,2.92475,9,3.6666666666666665,,
SPIKE,21,3.0,12,SELL,False,counter,15,0.6666666666666666,3.7101999999999995,0.9034,0.0,8,1.875,,
SPIKE,14,3.0,12,BOTH,False,counter,33,0.6666666666666666,3.6986363636363637,0.8995454545454545,3.0377500000000004,9,3.6666666666666665,,
SPIKE,21,3.0,18,BOTH,False,counter,36,0.6388888888888888,3.575384615384616,0.9299999999999999,5.420333333333333,9,4.0,,
SPIKE,14,3.0,48,BOTH,False,counter,32,0.625,3.550675067506751,0.8855625,3.8996666666666666,9,3.5555555555555554,,
SPIKE,21,3.0,24,SELL,False,counter,15,0.6666666666666666,3.5267999999999993,0.8422666666666666,0.0,8,1.875,,
SPIKE,14,3.0,48,BUY,False,counter,19,0.631578947368421,3.4585714285714286,0.9057894736842106,2.1999999999999997,7,2.7142857142857144,,
SPIKE,21,3.0,12,BOTH,False,counter,36,0.6388888888888888,3.450076923076923,0.8847499999999999,5.285333333333334,9,4.0,,
SPIKE,14,3.0,36,BUY,False,counter,19,0.631578947368421,3.448285714285714,0.9019999999999999,2.1999999999999997,7,2.7142857142857144,,
SPIKE,14,3.0,24,BUY,False,counter,19,0.631578947368421,3.444571428571429,0.9006315789473686,2.1999999999999997,7,2.7142857142857144,,
SPIKE,14,3.0,18,BUY,False,counter,19,0.631578947368421,3.444571428571429,0.9006315789473686,2.1999999999999997,7,2.7142857142857144,,
SPIKE,14,3.0,36,BOTH,False,counter,32,0.625,3.425489343192692,0.87128125,3.8996666666666666,9,3.5555555555555554,,
SPIKE,21,3.0,24,BOTH,False,counter,36,0.6388888888888888,3.4121538461538465,0.8710555555555555,5.051333333333333,9,4.0,,
SPIKE,21,3.0,18,BUY,False,counter,21,0.6190476190476191,3.404125,0.9158571428571429,3.2403333333333335,7,3.0,,
SPIKE,14,3.0,12,BUY,False,counter,19,0.631578947368421,3.3682857142857148,0.8725263157894737,2.1783333333333332,7,2.7142857142857144,,
SPIKE,21,3.0,48,BUY,False,counter,21,0.6190476190476191,3.3527500000000003,0.8962857142857145,3.0706666666666664,7,3.0,,
SPIKE,21,3.0,36,BUY,False,counter,21,0.6190476190476191,3.34375,0.8928571428571429,3.0706666666666664,7,3.0,,
SPIKE,21,3.0,24,BUY,False,counter,21,0.6190476190476191,3.3405000000000005,0.8916190476190478,3.0706666666666664,7,3.0,,
SPIKE,14,2.5,12,BOTH,True,counter,31,0.6129032258064516,3.3001666666666662,0.8903870967741936,1.1318000000000001,9,3.4444444444444446,,
SPIKE,21,3.0,12,BUY,False,counter,21,0.6190476190476191,3.2875000000000005,0.8714285714285714,3.0856666666666666,7,3.0,,
SPIKE,21,3.0,48,SELL,False,counter,15,0.6,3.212133072407045,0.7536,0.0,8,1.875,,
SPIKE,14,2.5,18,BOTH,True,counter,30,0.6,3.1845,0.8738,1.1318000000000001,9,3.3333333333333335,,
SPIKE,21,3.0,48,BOTH,False,counter,35,0.6,3.18421052631579,0.8181428571428571,4.993333333333333,9,3.888888888888889,,
SPIKE,14,2.5,36,BOTH,True,counter,30,0.6,3.16825,0.8673000000000001,1.1318000000000001,9,3.3333333333333335,,
SPIKE,14,2.5,48,BOTH,True,counter,30,0.6,3.16825,0.8673000000000001,1.1318000000000001,9,3.3333333333333335,,
SPIKE,14,2.5,24,BOTH,True,counter,30,0.6,3.16825,0.8673000000000001,1.1318000000000001,9,3.3333333333333335,,
SPIKE,50,2.5,48,BUY,True,counter,29,0.5862068965517241,3.091416666666667,0.8654137931034485,2.625666666666667,9,3.2222222222222223,,
SPIKE,21,3.0,36,BOTH,False,counter,35,0.6,3.0880326046683955,0.8050857142857144,4.993333333333333,9,3.888888888888889,,
SPIKE,50,3.5,18,BOTH,False,counter,22,0.6363636363636364,3.068,0.7520000000000002,3.8745000000000003,9,2.4444444444444446,,
SPIKE,21,3.0,36,SELL,False,counter,15,0.6,2.987079162875341,0.7279333333333332,0.0,8,1.875,,
SPIKE,21,2.5,18,BOTH,True,counter,31,0.5806451612903226,2.9395384615384614,0.8133548387096775,1.1318000000000001,9,3.4444444444444446,,
SPIKE,50,3.5,12,BOTH,False,counter,22,0.6363636363636364,2.931125,0.7022272727272728,3.675,9,2.4444444444444446,,
SPIKE,21,2.5,36,BOTH,True,counter,31,0.5806451612903226,2.9245384615384613,0.8070645161290323,1.1318000000000001,9,3.4444444444444446,,
SPIKE,21,2.5,24,BOTH,True,counter,31,0.5806451612903226,2.9245384615384613,0.8070645161290323,1.1318000000000001,9,3.4444444444444446,,
SPIKE,21,2.5,48,BOTH,True,counter,31,0.5806451612903226,2.9245384615384613,0.8070645161290323,1.1318000000000001,9,3.4444444444444446,,
SPIKE,50,2.5,36,BUY,True,counter,30,0.5666666666666667,2.911230769230769,0.8282000000000002,2.625666666666667,9,3.3333333333333335,,
SPIKE,50,2.5,24,BUY,True,counter,30,0.5666666666666667,2.839461538461539,0.7971000000000001,2.625666666666667,9,3.3333333333333335,,
SPIKE,21,2.5,12,BOTH,True,counter,33,0.5757575757575758,2.8287142857142853,0.775818181818182,0.9431666666666668,10,3.3,,
SPIKE,50,3.5,24,BOTH,False,counter,22,0.6363636363636364,2.8027500000000005,0.6555454545454545,3.62,9,2.4444444444444446,,
SPIKE,50,2.5,18,BUY,True,counter,30,0.5666666666666667,2.7921538461538464,0.7766000000000001,2.794333333333333,9,3.3333333333333335,,
SPIKE,50,2.5,12,BUY,True,counter,32,0.5625,2.7248571428571426,0.7546250000000001,1.50675,10,3.2,,
SPIKE,50,3.0,18,BUY,False,counter,28,0.5714285714285714,2.671,0.716142857142857,5.197,8,3.5,,
SPIKE,50,3.0,48,BUY,False,counter,28,0.5714285714285714,2.668083333333333,0.7148928571428572,4.942500000000001,8,3.5,,
SPIKE,50,3.0,36,BUY,False,counter,28,0.5714285714285714,2.666,0.7139999999999999,4.942500000000001,8,3.5,,
SPIKE,50,3.0,24,BUY,False,counter,28,0.5714285714285714,2.661166666666667,0.7119285714285714,4.942500000000001,8,3.5,,
SPIKE,50,3.5,48,BOTH,False,counter,22,0.5909090909090909,2.614303329223181,0.5950909090909092,3.62,9,2.4444444444444446,,
SPIKE,50,3.0,12,BUY,False,counter,28,0.5714285714285714,2.6023333333333336,0.6867142857142857,4.9975000000000005,8,3.5,,
SPIKE,14,2.5,12,BUY,False,counter,59,0.576271186440678,2.5565999999999995,0.6595762711864407,2.1107142857142853,10,5.9,,
SPIKE,14,2.5,48,BUY,False,counter,56,0.5714285714285714,2.532291666666667,0.6566964285714285,2.751,10,5.6,,
SPIKE,50,3.5,36,BOTH,False,counter,22,0.5909090909090909,2.495821071218363,0.5775909090909092,3.62,9,2.4444444444444446,,
SPIKE,14,2.5,36,BUY,False,counter,56,0.5714285714285714,2.4687916666666667,0.6294821428571428,2.3781666666666665,10,5.6,,
SPIKE,14,2.5,18,BUY,False,counter,57,0.5614035087719298,2.37704,0.6039649122807018,2.063285714285714,10,5.7,,
SPIKE,14,2.5,12,BOTH,False,counter,87,0.5632183908045977,2.3665,0.5968620689655173,1.4195000000000002,10,8.7,,
SPIKE,14,2.5,24,BUY,False,counter,57,0.5614035087719298,2.34608,0.5903859649122807,1.9815714285714283,10,5.7,,
SPIKE,14,2.5,48,BOTH,False,counter,83,0.5421686746987951,2.288278092158447,0.576,1.7000000000000002,10,8.3,,
SPIKE,21,2.5,12,BUY,False,counter,64,0.546875,2.2632413793103443,0.57240625,1.728,11,5.818181818181818,,
SPIKE,14,2.5,18,BOTH,False,counter,85,0.5529411764705883,2.2507894736842102,0.5591764705882353,1.3864166666666664,10,8.5,,
SPIKE,14,2.5,24,BOTH,False,counter,85,0.5529411764705883,2.2455789473684207,0.5568470588235295,1.3387499999999999,10,8.5,,
SPIKE,14,2.5,36,BOTH,False,counter,83,0.5421686746987951,2.2241365515402043,0.553,1.4966363636363633,10,8.3,,
SPIKE,21,2.5,48,BUY,False,counter,59,0.5423728813559322,2.2102222222222223,0.5538305084745763,2.358,10,5.9,,
SPIKE,21,2.5,18,BUY,False,counter,61,0.5409836065573771,2.194571428571429,0.548327868852459,1.7282499999999998,10,6.1,,
SPIKE,50,3.0,18,BOTH,False,counter,49,0.5306122448979592,2.154565217391305,0.5419387755102041,3.2748000000000004,10,4.9,,
SPIKE,21,2.5,36,BUY,False,counter,59,0.5423728813559322,2.153777777777778,0.528,2.0384285714285713,10,5.9,,
SPIKE,21,2.5,24,BUY,False,counter,61,0.5409836065573771,2.14875,0.5272950819672132,1.5931250000000001,10,6.1,,
SPIKE,21,2.5,12,BOTH,False,counter,97,0.5360824742268041,2.1388666666666665,0.528340206185567,1.9820833333333334,11,8.818181818181818,,
