time,epoch,open,high,low,close
2026-04-30 06:01:41+00:00,1777528901,72.238,72.2483,72.2176,72.2273
2026-04-30 06:02:00+00:00,1777528920,72.2395,72.2923,72.2346,72.25
2026-04-30 06:03:00+00:00,1777528980,72.248,72.3464,72.2295,72.3123
2026-04-30 06:04:00+00:00,1777529040,72.316,72.3334,72.2445,72.261
2026-04-30 06:05:00+00:00,1777529100,72.2608,72.3338,72.2608,72.301
2026-04-30 06:06:00+00:00,1777529160,72.299,72.3464,72.2866,72.344
2026-04-30 06:07:00+00:00,1777529220,72.3353,72.34,72.2789,72.286
2026-04-30 06:08:00+00:00,1777529280,72.2856,72.3039,72.2775,72.2805
2026-04-30 06:09:00+00:00,1777529340,72.2645,72.2994,72.2151,72.2151
2026-04-30 06:10:00+00:00,1777529400,72.221,72.2335,72.1557,72.1855
2026-04-30 06:11:00+00:00,1777529460,72.1936,72.215,72.1685,72.1808
2026-04-30 06:12:00+00:00,1777529520,72.177,72.2132,72.1641,72.2076
2026-04-30 06:13:00+00:00,1777529580,72.207,72.2481,72.1992,72.231
2026-04-30 06:14:00+00:00,1777529640,72.2267,72.2624,72.205,72.2608
2026-04-30 06:15:00+00:00,1777529700,72.2545,72.2703,72.2095,72.2293
2026-04-30 06:16:00+00:00,1777529760,72.2307,72.242,72.2019,72.2249
2026-04-30 06:17:00+00:00,1777529820,72.2148,72.2835,72.1987,72.282
2026-04-30 06:18:00+00:00,1777529880,72.2789,72.334,72.2678,72.2959
2026-04-30 06:19:00+00:00,1777529940,72.3037,72.3295,72.2941,72.3193
2026-04-30 06:20:00+00:00,1777530000,72.3158,72.3292,72.292,72.3292
2026-04-30 06:21:00+00:00,1777530060,72.3302,72.3359,72.2917,72.3065
2026-04-30 06:22:00+00:00,1777530120,72.3061,72.3067,72.2537,72.3001
2026-04-30 06:23:00+00:00,1777530180,72.304,72.307,72.281,72.2885
2026-04-30 06:24:00+00:00,1777530240,72.2893,72.3775,72.2761,72.3758
2026-04-30 06:25:00+00:00,1777530300,72.3758,72.416,72.3475,72.4127
2026-04-30 06:26:00+00:00,1777530360,72.4111,72.4111,72.3549,72.3595
2026-04-30 06:27:00+00:00,1777530420,72.3574,72.3589,72.345,72.3567
2026-04-30 06:28:00+00:00,1777530480,72.3564,72.3712,72.339,72.3685
2026-04-30 06:29:00+00:00,1777530540,72.3685,72.4025,72.3572,72.3931
2026-04-30 06:30:00+00:00,1777530600,72.3913,72.5483,72.3913,72.5448
2026-04-30 06:31:00+00:00,1777530660,72.5385,72.686,72.5385,72.664
2026-04-30 06:32:00+00:00,1777530720,72.6643,72.7835,72.6643,72.777
2026-04-30 06:33:00+00:00,1777530780,72.7772,72.7911,72.7181,72.769
2026-04-30 06:34:00+00:00,1777530840,72.7671,72.813,72.7435,72.7758
2026-04-30 06:35:00+00:00,1777530900,72.7664,72.817,72.7438,72.7438
2026-04-30 06:36:00+00:00,1777530960,72.7255,72.794,72.7246,72.786
2026-04-30 06:37:00+00:00,1777531020,72.7802,72.7875,72.7293,72.7293
2026-04-30 06:38:00+00:00,1777531080,72.7285,72.7285,72.6138,72.6138
2026-04-30 06:39:00+00:00,1777531140,72.6205,72.6205,72.5527,72.5594
2026-04-30 06:40:00+00:00,1777531200,72.5556,72.5556,72.455,72.4618
2026-04-30 06:41:00+00:00,1777531260,72.4678,72.4949,72.4466,72.479
2026-04-30 06:42:00+00:00,1777531320,72.469,72.493,72.443,72.484
2026-04-30 06:43:00+00:00,1777531380,72.4826,72.5365,72.471,72.53
2026-04-30 06:44:00+00:00,1777531440,72.5305,72.5659,72.5305,72.5655
2026-04-30 06:45:00+00:00,1777531500,72.5655,72.6395,72.5515,72.6255
2026-04-30 06:46:00+00:00,1777531560,72.6265,72.7685,72.6135,72.7336
2026-04-30 06:47:00+00:00,1777531620,72.7219,72.742,72.6879,72.72
2026-04-30 06:48:00+00:00,1777531680,72.7,72.7023,72.664,72.7022
2026-04-30 06:49:00+00:00,1777531740,72.7025,72.7425,72.7012,72.7205
2026-04-30 06:50:00+00:00,1777531800,72.7205,72.7776,72.718,72.762
2026-04-30 06:51:00+00:00,1777531860,72.763,72.7737,72.7475,72.769
2026-04-30 06:52:00+00:00,1777531920,72.7695,72.81,72.7655,72.8035
2026-04-30 06:53:00+00:00,1777531980,72.799,72.802,72.7463,72.802
2026-04-30 06:54:00+00:00,1777532040,72.8021,72.9425,72.8021,72.9352
2026-04-30 06:55:00+00:00,1777532100,72.9335,73.0114,72.904,72.904
2026-04-30 06:56:00+00:00,1777532160,72.9006,72.9006,72.8645,72.8701
2026-04-30 06:57:00+00:00,1777532220,72.869,72.9525,72.869,72.9497
2026-04-30 06:58:00+00:00,1777532280,72.9364,72.991,72.9346,72.962
2026-04-30 06:59:00+00:00,1777532340,72.9584,72.9909,72.9419,72.9688
2026-04-30 07:00:00+00:00,1777532400,72.9691,73.0091,72.9035,72.9035
